ID,POS,Name,Age,Prone,INT,WE,B,T,POT,STU P,MOV P,CONT P,FBP,CHP,CBP,SLP,SIP,SPP,CTP,FOP,CCP,SCP,KNP,PIT,VELO,HLD,STM,KCP,Slot,PT,G/F,CON P,GAP P,POW P,EYE P,K P,C ABI,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,STE,RUN,DEM,Sign,SctAcc
56426,3B,Chris Scott,18,Normal,Normal,Normal,R,R,30,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Sidearm,Normal,FB,40,50,55,45,45,25,25,40,35,60,30,35,45,55,40,45,30,$1.1m,Extremely Hard,Very High
56427,CF,J.R. HENDRICK,17,Normal,Low,High,L,L,35,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,45,50,25,45,60,20,20,55,45,40,20,60,35,55,70,45,45,$500k,Extremely Hard,Very High
56428,SP,Tim Rhinehart,18,Normal,Normal,Low,R,R,20,25,25,45,35,50,35,-,-,-,-,-,-,-,-,3,84-86 Mph,30,50,-,Over the Top,Normal,NEU,25,25,20,25,30,20,20,30,25,45,25,40,35,30,30,25,20,Impossible,Impossible,High
56429,RF,Ben Baldwin,18,Normal,Normal,Low,L,L,35,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,50,50,35,30,65,20,20,25,20,35,20,45,65,50,30,55,45,$550k,Extremely Hard,High
56430,SS,Ramon Gutierrez,18,Normal,Normal,Normal,R,R,25,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,40,35,20,40,55,20,20,60,55,55,50,50,45,55,45,30,25,Slot,Extremely Hard,High
56431,SP,Bobby Gomez,18,Fragile,Normal,Normal,R,R,40,50,45,45,-,65,60,-,-,-,55,55,-,-,-,4,90-92 Mph,55,65,-,Normal (3/4),Normal,NEU,30,25,20,20,35,20,20,30,30,50,25,30,25,25,35,20,25,$650k,Extremely Hard,Very High
56432,SP,Dan Woods,17,Durable,Normal,Normal,R,R,20,40,30,40,50,25,-,60,-,-,-,-,-,-,-,3,86-88 Mph,20,60,-,Normal (3/4),Normal,NEU,25,30,20,20,30,20,20,35,25,45,25,25,30,30,25,20,20,Slot,Normal,Very High
56433,2B,Bobby Carr,18,Normal,High,Low,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,FB,30,50,25,45,45,20,20,45,35,40,45,35,40,30,60,55,45,Slot,Extremely Hard,Very High
56434,RF,Jim Kinsey,18,Normal,Normal,High,S,L,25,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,EX FB,35,30,50,45,40,20,20,35,30,45,20,40,45,55,35,20,20,Slot,Normal,High
56435,RP,Brad McGaha,18,Normal,Normal,High,S,R,20,40,25,35,45,-,50,-,-,-,-,-,55,-,-,3,85-87 Mph,50,45,-,Over the Top,Normal,FB,25,25,30,20,30,20,20,40,25,45,25,30,20,25,25,20,20,Slot,Hard,Very High
56436,SP,Mike Kemp,18,Normal,High,Normal,R,R,20,40,35,35,45,60,50,-,-,-,-,-,-,-,-,3,86-88 Mph,60,50,-,Over the Top,Normal,NEU,30,30,20,25,35,20,20,30,30,45,20,55,30,35,25,20,20,Slot,Hard,High
56437,RP,Mike Nash,18,Normal,Normal,Normal,R,R,25,50,25,45,50,-,-,65,-,-,-,-,-,-,-,2,86-88 Mph,20,50,-,Normal (3/4),Normal,NEU,30,25,25,40,45,20,20,30,40,50,20,30,30,35,35,25,20,Slot,Extremely Hard,High
56438,RP,David Quinones,18,Normal,Low,Normal,S,R,45,50,50,55,55,30,-,60,-,-,-,-,-,-,-,3,88-90 Mph,45,45,-,Sidearm,GB'er,GB,30,30,20,25,40,20,20,20,25,50,30,35,25,25,25,25,20,Slot,Normal,Very High
56439,SP,Brandon Woolfrey,18,Normal,Normal,Normal,L,R,35,45,55,55,65,25,70,-,-,-,-,-,-,-,-,3,92-94 Mph,45,70,-,Normal (3/4),GB'er,GB,25,30,25,20,35,20,20,30,25,40,25,45,25,40,25,20,20,$550k,Extremely Hard,Very High
56440,SP,JUAN GALVAN,18,Normal,Normal,High,R,R,60,40,60,55,55,45,45,50,-,-,-,-,-,-,-,4,94-96 Mph,35,75,-,Normal (3/4),GB'er,GB,25,30,20,20,25,25,25,35,25,40,30,35,25,35,20,20,20,$7.5m,Extremely Hard,Very High
56441,SP,Danny Wurtzel,18,Durable,High,Normal,L,R,20,45,30,45,60,25,65,-,-,-,-,-,-,-,-,3,91-93 Mph,25,55,-,Over the Top,Normal,NEU,20,25,20,20,25,20,20,35,25,40,20,25,30,40,20,20,20,Slot,Extremely Hard,Very High
56442,RP,Gabe Salvaggio,18,Normal,Normal,Normal,R,L,20,30,25,35,45,25,-,55,-,-,-,-,-,-,-,3,80-83 Mph,65,45,-,Normal (3/4),Normal,NEU,20,30,20,20,20,20,20,30,20,50,20,30,20,25,40,20,20,Slot,Extremely Hard,Very High
56443,2B,Chris Selness,18,Normal,Normal,High,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,40,50,35,40,55,20,20,45,45,45,50,40,40,35,65,55,60,Slot,Extremely Hard,Very High
56444,CF,MANNY FLORES,17,Normal,Low,Normal,S,R,45,20,25,25,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,FB,50,65,65,50,50,20,20,55,40,40,45,55,40,50,60,35,35,$2.0m,Extremely Hard,Very High
56445,C,Jim Jorgensen,18,Normal,Normal,Normal,R,R,30,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,35,55,45,45,40,50,40,30,45,35,20,25,45,30,30,35,40,$550k,Extremely Hard,High
56446,SP,Michael Joyner,18,Normal,Normal,Normal,L,R,20,35,40,45,40,55,45,-,-,-,-,-,-,-,-,3,86-88 Mph,35,65,-,Normal (3/4),Normal,NEU,30,30,30,20,45,20,20,25,30,55,20,30,30,30,25,20,20,Slot,Extremely Hard,Very High
56447,C,Mike Garza,17,Durable,Normal,High,R,R,30,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,35,50,55,55,45,40,40,30,30,35,20,25,35,30,25,30,20,Slot,Normal,Very High
56448,3B,Jamie Hammond,18,Durable,Normal,Normal,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,NEU,35,45,35,50,45,20,20,40,40,55,25,40,40,55,30,40,45,Slot,Extremely Hard,High
56449,CF,Tommy Nunez,18,Fragile,Normal,High,L,L,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,FB,30,30,50,45,35,20,20,55,40,35,20,50,60,40,55,50,50,Slot,Extremely Hard,Very High
56450,SP,Ted Hilton,18,Durable,Normal,Low,S,R,20,45,30,40,50,60,60,-,-,-,-,-,-,-,-,3,88-90 Mph,60,75,-,Normal (3/4),Normal,NEU,30,30,30,25,40,20,20,30,25,45,20,30,30,45,25,25,30,Impossible,Impossible,High
56451,2B,Bobby Compton,18,Durable,Normal,Normal,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,NEU,40,35,25,30,65,20,20,45,40,45,55,20,55,40,40,45,50,Slot,Extremely Hard,High
56452,SS,Steve Pasch,17,Durable,Normal,High,S,R,25,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,40,40,45,45,50,20,20,50,40,55,55,45,45,60,70,40,20,Slot,Extremely Hard,High
56453,CF,SAM LANEY,18,Durable,High,High,R,R,30,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,35,60,50,40,40,25,20,65,50,25,50,60,50,40,55,30,30,Slot,Hard,Very High
56454,SP,Eric Doyle,18,Normal,Normal,High,R,R,40,40,50,50,55,45,-,30,-,55,-,-,-,-,-,4,92-94 Mph,25,60,-,Sidearm,Normal,NEU,25,25,25,20,25,20,20,30,25,50,25,25,30,35,30,20,20,$700k,Easy,Very High
56455,SS,Jeff Wales,18,Durable,Normal,Low,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,30,30,25,45,45,20,20,65,55,60,50,60,55,60,45,40,45,Slot,Hard,High
56456,SP,Phil Anderson,18,Durable,Normal,Normal,S,R,20,40,30,35,50,50,-,60,-,-,-,-,-,-,-,3,90-92 Mph,65,75,-,Normal (3/4),Normal,NEU,25,30,20,20,30,20,20,30,25,50,20,30,30,30,30,20,20,Slot,Extremely Hard,Very High
56457,SP,Nate Duncan,18,Durable,Normal,Normal,L,L,20,35,25,60,40,55,-,-,-,-,45,-,-,-,-,3,85-87 Mph,65,65,-,Normal (3/4),Normal,NEU,20,30,20,25,25,20,25,25,30,60,20,45,30,25,30,25,20,Slot,Normal,High
56458,SP,Chris Paquette,18,Durable,Normal,Low,L,L,20,35,30,40,50,-,50,-,-,-,-,-,45,-,-,3,89-91 Mph,55,60,-,Normal (3/4),Normal,NEU,20,35,20,20,25,25,20,30,25,50,20,25,25,30,20,20,20,Slot,Normal,High
56459,SS,Victor Anaya,18,Normal,Low,Low,S,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,EX FB,35,40,30,30,55,20,20,50,50,55,50,45,55,55,45,50,45,Slot,Extremely Hard,Very High
56460,SP,Akeem Jones,18,Normal,Normal,Low,L,L,20,25,25,30,30,30,35,35,-,-,-,30,-,-,-,5,80-83 Mph,65,50,-,Over the Top,Normal,NEU,30,30,20,20,40,20,20,30,30,55,20,40,30,30,25,20,25,Slot,Hard,High
56461,CF,Jon Medina,18,Normal,Normal,Low,R,R,25,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,30,55,45,45,40,20,20,40,30,50,30,55,40,50,65,55,40,Slot,Extremely Hard,High
56462,SP,Steve Oprean,18,Normal,High,Normal,L,L,20,40,30,40,50,25,40,-,-,55,-,-,-,-,-,4,87-89 Mph,50,60,-,Normal (3/4),Normal,NEU,30,35,20,25,40,20,20,30,30,60,20,30,25,35,30,20,20,Slot,Hard,High
56463,2B,Ismael Zarazua,18,Normal,Normal,Normal,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,EX FB,40,45,30,45,60,20,20,40,45,40,40,50,40,30,65,60,40,Slot,Extremely Hard,High
56464,CF,Mike Pierce,18,Normal,Normal,Normal,S,R,20,35,25,35,-,25,-,55,-,-,45,-,-,-,-,3,85-87 Mph,70,65,-,Over the Top,Normal,NEU,30,50,25,35,40,25,20,30,25,40,30,55,55,55,65,45,55,Slot,Extremely Hard,Very High
56465,SP,Curt Coniglio,18,Fragile,Normal,High,R,R,20,35,25,45,50,25,60,-,-,-,-,-,-,-,-,3,88-90 Mph,75,80,-,Normal (3/4),Normal,FB,40,30,20,20,55,20,20,30,35,50,40,30,30,50,30,20,20,Impossible,Impossible,Very High
56466,2B,Joey Conley,18,Normal,High,Normal,L,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,NEU,40,40,20,45,55,20,25,50,50,40,50,25,45,35,30,30,40,Slot,Extremely Hard,Very High
56467,SP,Jim Winkler,18,Normal,Normal,Normal,S,L,30,45,40,40,-,55,-,55,-,-,55,-,-,-,-,3,89-91 Mph,50,55,-,Normal (3/4),Normal,NEU,30,30,20,20,40,20,20,30,30,50,20,35,25,35,30,30,35,Impossible,Impossible,High
56468,SP,Jose Guerra,18,Normal,Normal,Low,R,R,20,30,30,45,35,55,-,45,-,-,-,-,-,-,-,3,83-85 Mph,60,50,-,Normal (3/4),Normal,FB,30,25,20,20,40,20,25,20,25,55,25,35,30,25,25,20,30,Slot,Extremely Hard,High
56469,SP,Dave Godina,17,Normal,Low,Low,R,R,20,25,25,35,35,40,-,35,-,-,-,-,-,-,-,3,84-86 Mph,25,55,-,Normal (3/4),Normal,NEU,25,35,20,20,30,20,20,30,25,45,20,30,20,20,25,20,20,Slot,Extremely Hard,High
56470,C,Andy Hahn,17,Durable,Normal,Normal,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,NEU,30,30,45,50,45,40,35,30,35,30,25,35,25,30,25,20,20,Slot,Extremely Hard,Very High
56471,SP,Jon Faunes,18,Normal,Normal,Low,R,R,20,35,30,30,-,20,45,45,-,-,40,-,-,-,-,4,86-88 Mph,75,65,-,Over the Top,Normal,NEU,30,25,20,25,45,20,25,25,30,40,20,30,35,25,30,25,25,Slot,Extremely Hard,Very High
56472,SP,Steve Forseth,18,Normal,Normal,Normal,S,R,20,45,35,40,60,25,-,70,-,-,-,-,-,-,-,3,91-93 Mph,60,60,-,Over the Top,Normal,NEU,35,25,20,25,50,20,20,30,20,40,35,50,25,45,25,20,20,Slot,Extremely Hard,High
56473,CF,Ruben Echeverria,18,Normal,Normal,High,S,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,FB,35,35,50,40,35,20,20,40,30,35,30,55,45,45,55,50,35,Slot,Extremely Hard,Very High
56474,C,Jim Alldritt,18,Durable,Normal,Normal,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,40,30,20,40,55,45,35,30,25,35,25,25,25,30,35,30,20,Slot,Extremely Hard,Very High
56475,SP,AVERY DONAHUE,17,Durable,Normal,Normal,S,R,30,45,55,50,55,20,-,70,-,-,-,-,-,-,-,3,91-93 Mph,60,70,-,Over the Top,Normal,NEU,45,65,30,20,75,25,25,35,55,40,60,45,35,30,60,55,55,$500k,Extremely Hard,Very High
56476,SP,Eddie Vitale,18,Normal,Normal,Normal,L,R,20,35,30,40,45,-,50,50,-,-,-,-,-,-,-,3,87-89 Mph,35,55,-,Over the Top,Normal,NEU,40,35,25,20,55,20,20,25,25,45,25,25,40,35,25,20,25,Impossible,Impossible,High
56477,CF,Jake Jones,18,Durable,Normal,Low,S,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Sidearm,Normal,FB,30,30,35,45,45,20,20,45,30,30,35,55,35,45,60,60,65,Slot,Normal,High
56478,SP,MIKE BATEMAN,17,Normal,Normal,Normal,R,R,30,45,30,55,45,60,50,30,-,-,-,-,55,-,-,5,86-88 Mph,25,65,-,Normal (3/4),Normal,NEU,30,30,20,20,35,20,20,25,20,50,35,35,30,35,20,20,30,$550k,Extremely Hard,Very High
56479,SP,Josh Edwards,18,Normal,Normal,Low,R,R,20,30,25,35,40,50,-,50,-,-,-,-,-,-,-,3,85-87 Mph,45,65,-,Normal (3/4),Normal,NEU,35,30,25,25,55,20,20,30,30,50,20,25,30,30,25,20,30,Slot,Extremely Hard,Very High
56480,SP,Gene Survant,18,Normal,Normal,Low,R,R,20,25,25,35,35,30,50,-,-,-,-,-,-,-,-,3,80-83 Mph,35,60,-,Over the Top,Normal,NEU,30,30,20,20,35,20,20,40,25,55,25,35,25,35,20,20,20,Slot,Extremely Hard,High
56481,SP,Steve Bayless,17,Normal,Normal,Low,L,L,20,35,30,45,50,20,-,55,-,-,-,-,-,-,-,3,88-90 Mph,55,55,-,Sidearm,Normal,NEU,30,30,25,25,35,20,20,30,30,55,20,40,30,25,40,35,25,Slot,Extremely Hard,Very High
56482,SP,Joel Cimino,17,Durable,Normal,Normal,R,R,20,35,30,40,40,55,-,-,40,-,-,-,-,-,-,3,86-88 Mph,60,65,-,Sidearm,Normal,NEU,30,25,20,20,45,20,20,20,40,55,35,30,20,25,35,30,25,Slot,Extremely Hard,Very High
56483,SS,Jeremy Collins,18,Normal,Normal,Normal,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,FB,35,40,30,40,50,20,20,60,40,40,40,40,40,40,55,30,25,Slot,Hard,Very High
56484,SP,Tim Cole,18,Normal,Normal,High,L,R,25,45,35,40,55,-,60,55,-,-,-,-,-,-,-,3,90-92 Mph,50,45,-,Over the Top,Normal,NEU,20,30,30,25,25,20,20,35,25,50,20,30,35,25,25,20,20,Slot,Extremely Hard,Very High
56485,C,Joey Hollingsworth,18,Normal,Normal,Normal,L,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,FB,30,35,30,35,40,35,30,20,30,25,20,25,40,25,20,30,30,Slot,Extremely Hard,Very High
56486,SS,Devin Mellon,18,Durable,Normal,Low,R,R,25,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,35,40,35,35,45,20,20,55,55,65,60,55,60,60,50,50,45,Slot,Extremely Hard,Very High
56487,SP,Ian Carmona,17,Normal,Normal,Normal,L,R,20,30,30,30,35,35,50,40,-,-,-,-,-,-,-,4,87-89 Mph,65,70,-,Normal (3/4),Normal,NEU,40,25,20,25,55,20,20,30,35,50,20,35,30,30,30,20,20,Slot,Extremely Hard,Very High
56488,SP,Danny Batista,17,Normal,Normal,Low,R,R,20,25,30,40,40,25,50,-,-,-,-,-,-,-,-,3,83-85 Mph,45,65,-,Over the Top,Normal,FB,40,30,20,20,60,20,20,25,25,50,25,30,30,35,25,20,20,Slot,Extremely Hard,Very High
56489,C,Chad Albright,18,Durable,Normal,High,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,FB,30,50,40,40,40,45,45,30,25,45,25,25,25,45,20,20,20,Slot,Hard,Very High
56490,SP,Kevin Broad,18,Normal,Low,Normal,R,L,20,45,40,40,60,20,-,-,55,-,-,-,-,-,-,3,90-92 Mph,70,70,-,Over the Top,Normal,NEU,20,30,25,20,25,20,20,30,25,45,20,35,30,35,25,20,20,Slot,Hard,High
56491,SP,Mitch Nelson,18,Normal,Normal,Low,R,R,20,35,30,40,40,20,50,50,-,-,-,-,-,-,-,4,86-88 Mph,60,55,-,Normal (3/4),Normal,NEU,30,30,20,25,35,20,20,25,30,55,35,30,30,30,20,20,25,Slot,Extremely Hard,Very High
56492,LF,Danny Hernandes,18,Durable,Normal,Low,L,L,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,NEU,30,40,50,45,35,20,20,30,30,40,20,35,40,50,55,50,45,Impossible,Impossible,Very High
56493,SP,Nate Fairless,18,Durable,Normal,Low,R,R,20,30,25,35,40,20,60,-,-,-,-,-,-,-,-,3,83-85 Mph,60,65,-,Over the Top,Normal,NEU,40,30,20,25,60,20,20,30,30,60,30,25,20,40,20,20,20,Slot,Extremely Hard,High
56494,SP,Eric Conway,18,Normal,Normal,Normal,S,R,20,40,30,40,55,30,65,-,-,-,-,-,-,-,-,3,89-91 Mph,50,55,-,Normal (3/4),Normal,NEU,35,25,25,20,45,20,25,35,20,45,20,40,30,35,20,20,20,Slot,Extremely Hard,Very High
56495,SP,ABEL BOHRER,18,Fragile,Normal,High,R,R,45,45,55,45,55,-,60,60,-,-,-,-,-,-,-,3,90-92 Mph,55,65,-,Sidearm,Normal,NEU,30,30,20,25,35,20,20,30,25,35,35,25,40,25,25,20,20,$6.0m,Extremely Hard,Very High
56496,C,Danyuri Clark,18,Durable,Normal,High,S,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,30,50,20,25,50,50,30,40,40,35,35,40,40,30,30,40,35,Slot,Normal,Very High
56497,SS,T.J. Mathews,18,Normal,Low,Low,L,R,25,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,FB,35,50,45,50,45,20,20,55,40,55,45,35,40,60,60,30,25,Slot,Extremely Hard,High
56498,SP,Dusty Quinlan,17,Normal,Normal,Low,R,R,20,30,25,35,25,40,45,40,-,-,-,35,30,-,-,6,83-85 Mph,70,50,-,Over the Top,Normal,NEU,30,30,20,20,45,20,20,30,25,40,20,20,20,35,20,20,25,Slot,Hard,Very High
56499,SS,Jim Thompson,17,Normal,Normal,Normal,R,R,20,20,25,25,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,35,35,35,50,40,25,20,50,50,55,50,60,50,55,65,55,50,Slot,Extremely Hard,Very High
56500,C,Chris Skaggs,18,Normal,High,High,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,FB,30,40,35,50,40,45,45,35,30,30,25,20,20,35,30,20,20,Slot,Extremely Hard,Very High
56501,SP,Bobby Langford,18,Normal,High,High,R,R,20,40,30,40,40,65,55,-,-,-,-,-,-,-,-,3,85-87 Mph,35,60,-,Normal (3/4),Normal,NEU,25,25,25,25,30,20,20,35,30,45,20,30,30,40,30,20,25,Slot,Extremely Hard,Very High
56502,SP,Ben Judd,18,Normal,Normal,Normal,R,R,20,35,30,30,50,35,55,-,-,-,-,-,-,-,-,3,87-89 Mph,45,80,-,Over the Top,Normal,FB,35,30,20,20,55,20,20,25,25,50,25,30,30,40,30,20,20,Slot,Extremely Hard,Very High
56503,C,Tyler Gadsden,18,Normal,Normal,Normal,L,R,30,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,40,45,35,40,55,50,45,35,40,45,30,25,25,45,25,20,20,$490k,Extremely Hard,High
56504,SP,Curt Hixson,18,Normal,Normal,Normal,R,R,20,40,30,45,-,30,60,-,-,-,55,-,-,-,-,3,88-90 Mph,60,50,-,Normal (3/4),Normal,NEU,35,25,25,25,50,20,20,30,25,40,20,25,20,25,40,30,20,Slot,Extremely Hard,Very High
56505,C,Ryan Grandberry,18,Durable,Normal,High,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Sidearm,Normal,EX FB,30,30,25,35,50,50,35,45,45,35,40,45,45,35,30,20,20,Slot,Extremely Hard,Very High
56506,C,Chris Morrison,18,Durable,Normal,Normal,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,EX FB,35,30,25,40,55,45,45,25,35,35,25,20,25,35,25,25,25,Slot,Extremely Hard,Very High
56507,2B,MIKE PERRY,18,Durable,Normal,Normal,R,R,30,20,25,25,25,-,-,-,-,-,-,-,-,-,-,1,83-85 Mph,20,20,-,Normal (3/4),Normal,FB,35,50,60,55,35,20,20,35,45,40,50,50,50,30,70,45,30,$800k,Hard,High
56508,SS,Ben Fox,18,Normal,Low,High,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,40,50,20,50,50,20,20,60,40,60,40,50,40,60,55,50,35,Slot,Hard,Very High
56509,RP,Bobby Hoffman,18,Normal,High,Normal,R,R,20,50,35,35,55,30,65,-,-,-,-,-,-,-,-,3,90-92 Mph,60,50,-,Normal (3/4),Normal,NEU,25,30,20,25,35,20,20,25,20,45,25,30,30,30,30,20,25,Slot,Extremely Hard,High
56510,SP,Yoshihasa Kato,18,Durable,Normal,Low,L,L,20,40,30,35,50,25,60,-,-,-,-,-,-,-,-,3,87-89 Mph,60,65,-,Normal (3/4),Normal,NEU,30,25,20,35,45,20,20,30,25,40,20,30,25,35,25,20,20,Slot,Hard,Very High
56511,RP,Luis Camacho,18,Normal,Low,Normal,S,R,35,50,50,35,-,30,-,-,60,-,60,-,-,-,-,3,89-91 Mph,70,45,-,Over the Top,GB'er,GB,30,30,20,25,45,25,20,30,25,40,25,45,40,40,25,25,35,Slot,Hard,Very High
56512,2B,Jimmy Brandt,17,Durable,Low,High,S,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,NEU,30,35,25,50,35,20,20,45,50,40,45,35,40,30,40,50,40,Slot,Extremely Hard,Very High
56513,SP,Pat Darden,18,Normal,Normal,Low,R,R,20,35,30,30,-,55,-,45,-,-,40,-,-,-,-,3,85-87 Mph,45,60,-,Normal (3/4),Normal,NEU,25,30,20,20,30,20,20,30,20,35,35,35,25,40,30,20,25,Slot,Extremely Hard,High
56514,CF,Vince Ready,18,Durable,Normal,Normal,L,L,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,EX FB,35,35,20,35,50,20,20,30,30,50,20,50,50,55,55,50,40,Slot,Extremely Hard,High
56515,RP,Josh Doughty,18,Durable,High,High,S,L,20,30,30,35,40,25,50,-,-,-,-,-,-,-,-,3,83-85 Mph,65,35,-,Normal (3/4),Normal,NEU,30,30,20,20,35,20,20,20,30,50,20,30,30,35,25,25,25,Slot,Extremely Hard,High
56516,SP,Alex Serna,18,Normal,Normal,Low,L,L,20,25,30,40,40,20,60,-,-,-,-,-,-,-,-,3,80-83 Mph,60,80,-,Normal (3/4),Normal,NEU,30,30,20,25,45,20,20,35,25,45,20,30,25,20,25,20,30,Slot,Extremely Hard,High
56517,SS,Ben Graham,18,Normal,Normal,Low,R,R,25,20,25,25,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Sidearm,Normal,FB,40,30,25,45,55,20,20,60,45,55,55,35,50,50,65,50,40,Slot,Extremely Hard,High
56518,CF,Ian Hyman,18,Normal,Normal,Low,L,L,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,EX FB,40,45,25,35,55,20,20,40,30,45,20,50,50,55,55,50,50,Slot,Extremely Hard,Very High
56519,SS,JULIO QUINTERO,18,Normal,Normal,Normal,R,R,35,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,FB,60,60,40,30,70,25,20,50,55,60,50,30,40,65,65,55,55,$500k,Extremely Hard,Very High
56520,LF,Phil Morales,17,Durable,High,Low,R,R,20,20,25,25,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Over the Top,Normal,FB,30,40,45,45,40,20,20,35,30,35,30,40,35,55,35,40,45,Slot,Extremely Hard,Very High
56521,CF,Mike Skeele,18,Normal,Normal,Normal,R,R,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,35,50,30,45,50,20,20,55,40,50,40,55,50,60,55,45,30,Slot,Extremely Hard,Very High
56522,3B,Ramon Alejandre,18,Normal,Normal,Normal,S,R,25,20,25,25,25,-,-,-,-,-,-,-,-,-,-,1,80-83 Mph,20,20,-,Normal (3/4),Normal,FB,35,50,40,40,50,25,25,40,45,60,30,30,45,60,70,50,45,Slot,Extremely Hard,High
56523,SP,NATE KENDALL,17,Normal,Normal,High,R,R,45,45,50,50,55,45,50,50,-,-,-,50,-,-,-,5,92-94 Mph,60,65,-,Normal (3/4),Normal,NEU,30,25,20,25,45,20,20,35,30,35,25,35,35,40,20,20,20,$850k,Extremely Hard,Very High
